WORD_KOR WORD_ENG WORD_ENG_DESC WORD_KOR_DESC
주소 ADDR address 
내역명 ISTM_NM ITEMIZED STATEMENT name 
피소 ACUS accused  
 RUN RUN RUN 
 ROUND RUND ROUND 
결산기 ACTM an account term 
현실화 ACTL actualization 
수입인지 RVNS revenue stamp 
귀속 RVRT revert 
활동 ACT act 
경정 RVSN revision 
구좌번호 ACNO account number 
부수업무 ACMP_BUSI accompany  
회계사명 ACMN_NM accounts man_name 
적립 ACML accumulation 
개서 RWRT rewrite. 
 ACKNOWLEDGE ACKN  
 SAC SAC safe keeping account 
경리 ACCT ACCOUNTANT 
가계정 SACT suspense account 
 SAF SAF SAF 
금고 SAFE safe 
급여 SAL salary 
호봉 SALL salary level 
동행 SAMB same bank 
계좌별 ACBY BY ACCOUNT 
회계 AC accounts 
시행 ENFR enforcement 
매도가 SAMT sell amount 
주금 SAMT stock amount 
 END END END 
종결 END end 
 SATURDAY SATURDAY SATURDAY 
비상 EMRG EMERGENCY 
 EMPLOYEE EMPLOYEE EMPLOYEE 
제2금융권 SBAG secondary banking agent 
직원명 EMP_NM employee name 
 EMP EMP E-MARKETPLACE 
사번 EMNO employee number 
낙찰 SBID a successful bid. 
낙찰자 SBID_MN a successful bid Man 
낙찰가 SBID_PR a successful bid price 
영문약어명 EINM english  informal name 
주관식 SBJC subjective 
전대 SBLS sublease 
대용가 SBPR Substitute price 
가입권 SBSR Subscription 
대용 SBST substitution 
대충 SBST substitute 
비재정 CST_PBLF NON public finance 
수화인 CSGN consignee 
건물 BLDN BUILDING 
 ARRIVE ARRIVE ARRIVE 
 ARREAR ARREAR ARREAR 
 ARRANGER ARR arranger 
 C2 C2 C2 
고객별 CSBY BY customer 
건설가계정 CSAT construction suspense accounts 
자본잉여금 CSAM capital surplus amount 
특징 CRTT characteristic  
증명서 CRTF certificate 
 CA CA credit advice 
자본조정후 CAAF  
자금별 CABY capital_BY 
금일 CRND Current day 
신용보강 CRIN CREDIT & REINFORCEMENT 
범죄 CRIM crime 
이월 CAFW carrying forward 
신용 CRDT credit 
채권재조정 CRDJ claim readjustment 
 CALC CALC CALCULATE 
계산용소가 CALC_STAMT calculation stamp amount 
계산식 CALE calculation expression 
 CALENDAR CALENDAR CALENDAR 
전화통화 CALL call 
콜 CALL call 
 CALL CALL CALL 
 CALLABLE CALLABLE CALLABLE 
환산금액 CAMT convert amount 
증거금율 MGRT margin rate 
 CANCEL CANCEL CANCEL 
대학교 UNIV UNIVERSITY 
 UNIT UNIT UNIT 
 UNDERLIE UNDERLIE UNDERLYING 
 CAP CAP CAP 
단위별 UNBY unit_BY 
능력 CAPA capacity 
자본재 CAPG capital goods 
 CAPITAL CAPITAL CAPITAL 
 CAPITALIZE CAPITALZE CAPITALIZE 
자동차 CAR CAR/AUTOMOBILE 
차량 CAR car 
선택사양 OPTFT optional feature 
카드 CARD card 
 CARD CARD CARD 
기회 OPRT opportunity 
의견회보 OPRE opinion reply 
운용자 OPR_MN operate man 
경력 CARR career 
운영 OPR operate 
재무정보서비스 CAS COMPANY ACCOUNTS SUPPORTING 
개업 OPNB opening of business 
의견 OPN opinion 
 CASH CASH CASH 
옵션행사 OPEX option exercise 
 OPERATION OPERATION OPERATION 
 CATEGORY CATEGORY CATEGORY 
원인 CAUS cause 
은행간제휴업무 CB CB 
 OP OP OPTION 
 CB CB CONVERTIBLE BOND 
 ONS ONS ONS(OVERSEAS NETWORK SYSTEM) 
주민등록상 ONRSREG on resident registration 
 1인 ONMN one man 
 1세대 ONHS one household 
재직 WHOF while in office 
 1통장 ONBB one BANKBOOK 
창의성 ONAL original 
 ON ON ON 
타담보 OMTG Other_mortgage 
출력자명 OMN_NM oomn_nm 
 WITH WITH WITH 
연내 WIYR WITH IN THE YEAR 
 52주 WK52 WEEKS 52 
주별 WKLY weekend type 
주말 WKND weekend 
제공 OFFR offer 
복지 WLFR welfare 
 OFFER OFFER OFFER 
자진 WLNG willingness 
공고 OFCA Official announcement 
 WM WM W/M LIST 
용역 SERV service 
편출 OENT out entry 
당좌대월 ODRF A OVERDRAFT 
발급자 ISUE_MN issuer 
공부상 ODCM_UP official document up 
코스닥 KSDQ KOSDAQ 
발급처 ISUE_PLC issue place 
발행처 ISUE_PLC issue place 
발행율 ISUE_RT issue_rate 
 KP KP KOREAN PAPER 
 KOSPI200 KOSPI200 Korea Composite Stock Price Index 200 
 KOSPI KOSPI Korea Composite Stock Price Index 
종별 ITBY BY item 
항목별 ITBY BY item 
 KOR KOR KOREA 
지식 KNOW knowledge 
목 ITEM item 
종목 ITEM item 
국민카드 KMCD kookmin card 
 KIS KIS KIS 
 ITEM ITEM ITEM 
종목명 ITEM_NM item name 
자녀 KID kid 
 KEY KEY KEY 
이자율 ITRR the interest rate 
소득세율 ITRT income tax rate 
이해 ITRT interests 
장려 PROM promtion 
동산 PROP property 
구역 DSTR District 
 DST DST DAYLIGHT SAVING TIME 
해소 DSSL DISSOLUTION 
시도 PROV province 
 PROVISION PROVISION PROVISION 
설명서 DSCR Description 
멸실 DSAP disappear 
제안 PRPS propose 
취지 PRPS purpose 
제안자 PRPS_MN propose man 
재산 PRPT property 
재산권 PRPT_RGT property right 
수익율 PRRT profit rate 
신고수리 DRCP declare receipt 
프리즘 PRSM prism 
 DR DR depository receipt 
 2후 NX2 2 next 
신문사명 NWPP_NM a newspaper publishing company 
신문 NWPP newspaper 
보호 PRTC protect 
 NUMBER NUMBER NUMBER 
중점 PRTY PRIORITY 
무거래 NTR nothing transaction 
네트워크론 NTLN Network Loan 
기 PRVS previously 
통보처 NTCD notice desk 
항번 PRVS provision 
대하 PRXL Proxy loan 
대납 PRXP Proxy payment 
당첨자 PRZWNNR PRIZE WINNER 
 PS PS  
수기 MEMO memo 
거래장 PSBK PASSBOOK 
회원권 MEMB_RGT member right 
매체 MED medium 
척도 MEAR measure 
주당 PSHR per share 
피공급자 PSLR PASSIVE SUPPLIER 
우편물 PSMT postal matter 
매매손 DEAL_LOSS deal  
 DEAL DEAL DEAL 
우편번호 PSNO POSTAL NO. 
증정 PSNT PRESENTATION 
여권 PSPR passport 
공부 ODCM official document 
 OD OD OVERDRAFT 
 OCR OCR  
현재가치 PSVL present value 
수동 PSVT passivity 
비밀번호 PSWD password 
의무자명 OBLG_NM an obligator name 
의무자 OBLG obligator 
 OBJECT OBJECT OBJECT 
 OBJ OBJ OBJECT 
상대방 OBJ object 
상대 OBJ object 
목표 OBJ object 
목적 OBJ object 
잠재고객 PTCS POTENTIAL COSTOMER 
보호예수 PTDP a protective deposit 
 SEQ SEQ SEQUENCE 
일련번호 SEQ sequence 
미편입 UN_ENTR un-_entry 
미도래 UN_ADV un_advent 
 PURPOSE PURPOSE PURPOSE 
통합메세지서비스 UM Unified Messaging 
실업률 UERT an unemployment rate 
 PUT PUT PUT 
 PUTTABLE PUTTABLE PUTTABLE 
미징수 UCOL uncollected 
계정ID UCID USER CONNECT ID 
불변 UCHG unchangeability 
약관 PVS provision 
수정전B UB UPDATE BEFORE 
미수금 UAMT uncollected amount 
수정후B UA UPDATE AFTER 
 GL GL GENERAL LEDGER 
총회 GMET general meeting 
 TWOWAY TW TW 
주주총회 GMST a general meeting of stockholders 
타이틀 TTLE TITLE 
 DQ DQ Diamond Server Query 
공탁금 DPST Deposit 
출발 DPRT departure 
예대 DPLN DEPOSIT_LOAN 
무역 TRAD trade 
트레이딩 TRAD Trading 
 TRADE TRADE TRADE 
 TRADED TRADED TRADED 
 TRADER TRADER TRADER 
 TRADING TRADING TRADING 
거래후 TRAF transaction after 
운송 TRAN transportation 
 TRANS TRANS TRANSACTION 
 TRANSFER TRANSFER TRANSFER 
거래전 TRBF transaction_before 
내분 TRBL TROUBLE 
거래별 TRBY Transaction BY TRANSACTION 
현수송 TRCA transportation of cash 
교통 TRFC traffic 
전달 DLVR delivery 
 BUSINESS BUSINESS BUSINESS 
업무지시 BUSO a business order 
업무보고 BUSR a business [an opera-tional] report 
보상금 COMP_MNY compensation money 
구입 BUY buy 
 COMMON COMMON COMMON 
 COMMODITY COMMODITY COMMODITY 
 BUY BUY BUY 
매수자 BUY_MN buy man 
완성도 COML completion 
상업 COMC commercial 
 COM COM COMM INVOICE 
 COLUMN COLUMN COLUMN 
컬럼 COLM COLUMN 
 COLLAT COLLAT COLLATERAL 
전년동월 BYSM BEFORE YEAR SAME MONTH 
피투자 COIV COMPANY INVESTED 
년간 BYYY By year 
코드 C code 
회사명 CO_NM company name 
배당락 EXDV ex dividend 
예상일 EXDY EXPECTED DAY 
실시 EXEC execution 
협약 CNVN a convention 
이행 EXEC execution 
센터 CNTR center 
 EXECUTE EXECUTE EXECUTE 
내용명 CNTN_NM content name 
외평 EXEQ Exchange Equalization 
 EXER EXER EXERCISE 
 EXERCISE EXERCISE EXERCISE 
배기량 EXHA exhaust 
수출신용장 EXLC export letter of credit 
황색 YLW yellow 
 YIELD YLD yield 
엔 YEN yen  : 일본의 화폐 단위. 약자: Y  기호 ￥ 
YEAR YEAR YEAR 
 EXOT EXOT EXOTIC 
 EXOTIC EXOTIC EXOTIC 
상하수도 WTWK Waterworks 
예상가 EXPC_PR expect price 
확대 EXPD Expanded 
부정 WRNG wrong 
운전 WRKC working [functioning] capital 
소구 WRCR with recourse 
 EXPECTED EXPECTED EXPECTED 
 EXPENSE EXPENSE EXPENSE 
 EXPIRY EXPIRY EXPIRY 
설명 EXPL explain 
경비 EXPN expense 
 EXPOSURE EXPOSURE EXPOSURE 
수출자 EXPR exporter 
의사 DCSN decision 
지법 DCRT A DISTRICT COURT 
중단 DCNT DISCONTINEUANCE 
 FACT FACT FACT 
사실 FACT FACT 
시설자금 FACP facilities capital 
유무 EXST existence 
존속 EXST existence 
대상 OBJ object 
출금주명 OAMT_NM out amount name 
소멸 EXTC extinction 
외부거래 EXTD EXTERNAL DEALING 
대체료율 TFRT transfer fee rate 
텍스트 TEXT text 
 TEST TEST TEST 
 TERMINTN TERMINTN TERMINATION 
 TERMINAL TERMINAL TERMINAL 
 TERM TERM TERM 
 TEMP TEMP TEMP 
면세 EXTX exemption from taxation 
기술 TECH technique 
상품주식 TDS TRADING STOCK 
제3채무자 TDM third debt man 
권면 FACE face 
한은수탁 TBOK trust from bok 
 AFTER AFTER AFTER 
연령 AGE age 
 TAMS TAMS TOTAL ASSET MANAGEMENT SYSTEM 
 AGMT AGMT agreement 
 TAG명 TAG_NM TAG name 
대리 AGNC agency 
대행사 AGNC Agency 
주선 AGNC agency 
부의 REFE refer to 
대리인 AGNT Agent 
재환전 REEX REEXCHANGE 
 REDUCTN REDUCTN REDUCTN 
요원 AGNT agent 
동의 AGR agreement 
유예 DLAY delay 
 DIVIDEND DIVIDEND DIVIDEND 
합의자 AGR_MN man of agreeing about something 
동의서 AGR_SH agreement sheet 
 DISPOSAL DISPOSAL DISPOSAL 
전자토론 DISE electron discussion 
 DISCOUNT DISCOUNT DISCOUNT 
 ALLINCOST AIC ALL_IN_COST 
지원 AID aid(support) 
항공 AIR air 
 ALLINYIELD AIY ALL_IN_YIELD 
순번 SEQ sequence 
대손충당금 ALBD allowance for bad debts 
서울시 SEOUL SEOUL 
발신자 SEND_MN the sender 
발송자 SEND_MN a sender 
 ALIGN ALIGN ALIGN 
매도자 SELL_MN sell man 
전부 ALL all 
자기 SELF self 
봉함예수 SELA a closedseal articles 
 SEC SEC SECURITY 
 ALLOC ALLOC ALLOCATION 
 ALLOW ALLOW ALLOW 
승계 SCSN SUCCESSION 
 ALM부 ALMBR ALM BRANCH 
배점 ALMK the allotment of marks 
 ALO ALO ALO 
비밀 SCRT secret 
화면 SCRN screen 
책정 ALOT allot 
누진 SCPM successive promotion 
특약 SCON special contract 
경보 ALRM alarm 
배당율 ALRT allot rate 
 SCHEDULE SCDL SCHEDULE 
제가입 ALSB all subscript 
 ALTERNATE ALTER ALTER 
 KBP KBP KBP (KOREA BOND PRICING) 
오전 AM before noon 
 JUNK JUNK JUNK 
세션 SESSION SESSION 
 SESSION SESSION SESSION 
재판 JUD judgment 
분개 JRNL journalize 
설정자 SET_MN setting man 
직업명 JOB_NM job name 
 SETTLE SETTLE SETTLE 
 SETTLER SETTLER SETTLER 
직업 JOB job 
 ABOUT율 ABRT about rate 
비정상 ABNL abnormal 
갑을 AB AB 
 SFL SFL SPREAD FOR LIFE 
안전 SFTY safety 
단독 SG single 
 9월물 9M 9M 
 91일물 91DT 91 DAY TERM 
세분화 SGMT SEGMENTATION 
시그널 SGNL signal 
 6월물 6M 6M 
 5월물 5M 5M 
 4월물 4M 4M 
 SIGHT율 SGRT sight rate 
 14일물 2W 2Week 
 SHADOW SHADOW SHADOW 
 1년물 1Y 1Y 
견징어음 SHBL SHOW BILL 
 SHELF SHELF SHELF 
 1일물 1D 1 DAY 
 REVERSE REVERSE REVERSE 
선박 SHIP ship 
선박명 SHIP_NM SHIP NAME 
선박지 SHIP_PLC ship place 
공유메모리 SHM SHARED MEMORY 
 RESPNSBL RESPNSBL RESPONSIBLE 
 RESET RESET RESET 
 SHORE SHORE SHORE 
 SHORT SHORT SHORT 
주민 RES resident 
제시 SHOW show 
보고 REPT report 
 REPORT REPORT REPORT 
 REPO REPO REPURCHASE AGREEMENT 
 REPAY REPAY REPAY 
반제 REPAY repay 
미달 SHRT shortage 
대표 REP represent 
공매도 SHSL Short Sale 
 REMARK REMARK REMARK 
증권투자신탁 SI Security Investment Trust 
비중 RELI relative importance 
 SID SID SID 
 RELATION RELATION RELATION 
부호 SIGN sign 
관련인 REL_MN Related person 
 REL REL RELATED 
 REGIST REGIST REGISTRATION 
 REGION REGION REGION 
등기소 REGF registry office 
 REG REG REGISTRATION 
 SITE SITE SITE 
 TOTAL TOTAL TOTAL 
총면적 TOT_AREA total area 
 SIZE SIZE SIZE 
일괄 TOT total 
금차 TORD THIS ORDER 
스킨 SKIN skin 
 TOD TOD TODAY 
 TO TO to 
회전대 TNLN turn loan 
개봉예수 UNSA unseal articles 
 TOM TMRW tomorrow 
수신자 RECV receiver 
명목 NMNL nominal 
명의자 NMPER a nominal person 
접수자 RECP_MN receipt man 
수령액 RECP_AMT receipt amount 
 NO NO NUMBER 
 RECORD RECORD RECORD 
 RECON RECON RECONCILIATION 
무담보 NO_MRTG no mortgage 
 RECEIVER RECEIVER RECEIVER 
 NOA NOA NOA 
기록 REC record 
 NOMINAL NOMINAL NOMINAL 
정규 NOML normal 
 REALIZED REALIZED REALIZED 
 NON NON NON 
비영리법인 NON_PRFC non profit corporation 
재처리 RE_PROC reprocess 
재발행 RE_ISUE re_issue 
비영업일 NON_SDAY NON BUSINESS DAY 
재가입 RE_ENTR reentrance 
 NORMAL NORMAL NORMAL 
 NOSESS NOSESS NOSESSION 
 NOSTRO NOSTRO NOSTRO 
전결 ARVD arbitrary decision 
지역번호 ARNO AREA NUMBER 
정리 ARNG arrange 
군대 ARMY army 
예고 NOTC notice  a (previous) notice  통보(NOTI)와 같음 
MARGIN MARGIN MARGIN 
 AREA AREA AREA 
영역 AREA area 
고지 NOTI notify 
 ARS공동망 AR Auto Response System 
약관상 APVS according to the provisions 
아파트 APT apartment  
 APPROVAL APPROVAL APPROVAL 
 APPLY APPLY APPLY 
통지처 NOTI_PLC NOTICE PLACE 
상소 APPE appeal 
 NOTIFY NOTIFY NOTIFICATION 
 NOTIONAL NOTIONAL NOTIONAL 
 NOTL NOTL NOTIONAL 
임직원 APEM appointment employee 
신청자 APCT applicant 
연간 ANUL annual  for the year 
답변 ANSW answer 
 ANNOUNCE ANNOUNCE ANNOUNCEMENT 
국민연금 NPEN National Pension 
발표 ANNC ANNOUNCEMENT 
공지 ANNC ANNOUNCE 
 NPV NPV NET PRESENT VALUE 
공지사항 ANIT the(items of) official ANNOUNCEMENT 
액 AMT amount 
정상화 NRML normalization 
국세 NTAX National Tax 
감정료 JFEE judggment fee 
감정서 JDSH judgment sheet 
판결 JDGM judgment 
대상자 TRGP Target person 
법무 JAFF judicial affairs 
절사 TRIM trim 
투자주식 IVS INVESTMENT STOCK 
출장 TRIP trip 
이종통화 DFTY_CUR different type currency 
이종 DFTY different type 
 DEFAULT DFLT DEFAULT 
거래자 TRMN Trader (Man) 
기기 DEVC Device 
 DETAILS DETAILS DETAILS 
 DETAIL DETAIL DETAIL 
 1회전 TRN1 1 turn 
 TRANCHE TRNC tranche 
공탁 DEPS deposit 
성향 TRND trend 
 DEPO DEPO  
공탁처 TRNS Trust institution 
예탁처 DEP_PLC deposit place 
이송 TRNS transportation 
양도인 DELV_MN delivery man 
수탁사 TRSC trust company 
송달 DELV delivery 
환적 TRSH transhipment 
 DELTA DELTA DELTA 
딜러 DELR dealer 
 DELIVERY DELIVERY DELIVERY 
 DELIVER DELIVER DELIVERABLE 
수탁고 TRST_AMT TRUST AMOUNT 
수탁보증 TSGR trust  guarantee 
 TRUNCATE TRUNCATE TRUNCATE 
임차인 HIRE_MN hire man 
 HIGH HIGH HIGH 
고등학교 HGSH HIGH SCHOOL 
보조 HELP help 
머리말 HEDE header 
난방 HEAT heating 
 HEADER HEADER HEADER 
 HANDLING HDLN HANDLING 
 HAIRCUT HAIRCUT HAIRCUT 
전자결재 GW electronic confirmation 
 PER PER PER 
 PENULT PENULT PENULT 
 PEG PEG PACK LIST 
 DELAY DELAY DELAY 
도급 CNTC contract 
대사 CNST contrast 
자문 CNSL consultation 
상담 CNSL counsel 
수하인 CNSG CONSIGNEE 
접면 CNSF a contact surface. 
배달 DELV delivery 
연계 CNCT connection 
수도 DELV delivery 
관심 CNCR concern 
통근 CMTT COMMUTATION 
상권 CMRG commercial rights 
전산 CMPT computer 
명령문 CMD COMMAND 
담보물 CLTR collateral 
 3종 CLS3 3TH CLASS 
 1종 CLS1 1TH CLASS 
마감후 CLS_AF CLOSE AFTER 
 CLOSING CLOSING CLOSING 
예치금 DEP_AMT deposit_amount 
제출자명 PRMN_MN present man name 
제출자 PRMN present man 
프리미엄 PRMM premium 
예금주 DEPO deposit owner 
주차장 PRKLT parking lot 
가액 PRIC Price 
 DEPOSIT DEPOSIT DEPOSIT 
수익권 PRFT_RGT profit right 
영리 PRFM a profit-making 
 DERIVATIVE DERIVA DERIVATIVE 
 DESC DESC DESC 
소속사명 BLCO_NM EMNO 
소속사 BLCO belonged company 
 BLOCK BLCK BLOCK 
법상 BLAW BASE FROM LAW 
 BL BL Bill of Letter 
선하증권 BL Bill of Landing(선하증권) 
자기앞수표 BKCK a bank[banker's] check 
결손금 DFCT Deficit 
 BIC BIC  
선후 BGND BEGIN AND END 
사전B BFH BEFOREHAND 
 2전 BF2 2 before 
 BETA BETA BETA 
전일 BDD before day 
채권관리 BD BonD management 
 BATCH BATCH BATCH 
 BASIC BASIC BASIC 
기본 BASE base 
 BARRIER BARRIER BARRIER 
매입가 BAMT buy amount 
 BALANCE BALANCE BALANCE 
잔금 BAL_AMT balance amount 
 CLEARING CLEARING CLEARING 
당대할어 CLDB a current account loan  discount bill 
관 CLAS class 
폐기 DUSE disuse 
납기 DUED Due date 
 WEEKDAY WEEKDAY WEEKDAY 
평당 PYDA pyung dang 
의결권 VTRT Voting Right 
검증값 VRFC_VAL verification value 
휴가 VOC vocation 
소진 VNSH vanishing 
 VALUE VLUE VALUE 
 VERSION VERSION VERSION 
 VERIFIED VERIFIED VERIFIED 
기가입 PREE previously enter 
기징수 PRE_COLL pre-collection 
 PRE PRE PREFIX 
법무사 JADV judge advocate 
절차명 PRC_NM process name 
장애 PRBL problem 
입행 JBNK joining [entering] a bank 
 NEW NEW NEW 
숫자 NMBR number 
수입자 IMPR importer 
수입신용장 IMLC import letter of credit 
이미지 IMGE IMAGE 
무시 IGNORE IGNORE 
인터넷지로 IG Internet Giro 
유입 IFLW inflow 
 TORDLS IDX INDEX 
색인 IDX INDEX 
이념 IDEA idea 
 AMORT AMORT AMORT 
 AMOUNT AMOUNT AMOUNT 
 IA IA INDEX AMORTZING 
한글파일 HWP HWP 
단지 HUSA housing area  
세대별 HSHDBY by household 
호실 HROM ho room 
심급 HRCL hearing class 
항구 HRBR harbor 
년차 ANL annual 
 VAL VAL VALUATION 
불건전 USND unsound 
 USANCE USNC usance 
선고 ANNC announcement 
유저ID USID USID 
사용자ID USID USER IDETIFIER 
유용성 USFL USEFUL 
사용자명 USER_NM a user name 
백분율 PCTG PERCENTAGE 
 PICKLIST PCLT PICKLIST 
공공 PBLC PUBLIC 
 PBE PBE PRIMARY BUSINESS ENTITY 
납부서 PAY_SH PAYMENT SHEET 
지급지 PAY_PLC pay place 
신청인명 APLC_NM applicant name 
납입 PAY pay 
공매가 PAUC_PR PUBLIC AUCTION price 
가압류 PATT provisional attachment 
통관 PASS pass 
 PARTY PARTY PARTY 
 PARTIC PARTIC PARTICIPANT 
첨부 APND append 
 PAGE PAGE PAGE 
발령 APNT appointe 
 OWNER OWNER OWNER 
자기자본금 OWNE owner's equity 
 APPLIED APPLIED APPLIED 
총괄 OVRL overall 
대월 OVRD overdraft 
 OUTSTANDING OUTSTND OUTSTANDING 
당방 OUR our 
 OTHER OTHER OTHER 
타사 OTCO OTHERS COMPANY 
 ORIGINAL ORIGINAL ORIGINAL 
한도관리 LM LIMITS MANAGEMENT 
내국신용장 LLC local letter of credit 
 LIST LIST LIST 
목록 LIST list 
 LIQUID LIQUID LIQUIDATION 
에어컨 ARCD air conditioner 
국민 PPL people 
 PAYOUT POUT PAYOUT 
 POSTING POSTING POSTING 
 POST POST POST 
 POSITION POSITION POSITION 
지위 POS position 
요지 PONT Point 
국번 POFN a telephone office number 
사서함 POB a post-office box 
표기 MARK MARK 
필명 PNM PEN NAME 
 PNL PNL PROFIT AND LOSS 
민관 PNGV the people and the government 
할증율 PMRT premium rate 
계획서 PLSH Planning document (Sheet) 
경찰 PLCE police 
장소명 PLC_NM place name 
일정 PLAN plan 
계획 PLAN plan 
변론 PLAD pleading 
 PLACE PLACE PLACE 
 PL PL PROFIT/LOSS 
주차대수 PKCT parking count 
 PK PK Primary Key 
성과관리 PI PI 
배치 ASGN assign 
지정 ASGN assign 
 3차 ORD3 THIRD ORDER 
 3순위 ORD3 3 ORDER 
 CITY CITY CITY 
본건 CIP Case In Process 
부담 BRDN burden 
점별 BRBY by branch 
부점별 BRBY BY BRANCH 
지점명 BR_NM branch name 
양면 BOTH both faces ( debit and credit ) 
 BOND BOND BOND 
재책정 RE_ALOT reallot 
대차 BNC debit and credit 
무역수지 BLPY BALANCE OF PAYMENTS 
소속 BLNG belong 
재발급 RE_ISUE re-_issue 
비고 RMRK remarks 
복기 RMRK recover a mark 
상환청구 RMBC reimbursement claim 
재매각 RE_SELL re_sale 
할증료 PFEE PREMIUM FEE 
재정자금 PFCP public finance capital 
 REAL REAL REAL 
인원 PERS 인원수〕 the number of persons 
 PERIOD PERIOD PERIOD 
 PERCENT PERCENT PERCENT 
 REASON REASON REASON 
 EXCEPT EXCEPT EXCEPT 
 REBATE REBATE REBATE 
계속 CON continue 
통제실 CTLR CONTROL ROOM 
 NICE NICE NICE 
 NIGHT NGHT night 
 RECEIVE RECEIVE RECEIVE 
불원 NF not far 
 NEXT NEXT next 
 RECLAIM RECLAIM RECLAIM 
다음 NEXT next 
 CSS CSS CSS 
수납 RECP receipt 
 NETTING NETTING NETTING 
매입추심 NEGO  
네고 NEGO negotiate 
소요 NEED need 
완료율 CRAT completion rate 
접수처 RECP_PLC receipt place 
접점 CPNT contact point 
총수령액 RECP_TAMT receipt total amount 
부부 CPL couple 
소비자물가지수 CPI the consumer[consumers'] price index 
사채 CPBN a corporate [company] bond 
 COVER COVR COVER 
 COUNTER COUNTER COUNTER 
지문 COTT Content 
컨텐츠별 COTB By Contents 
기업우량정보 COSI Company Super Information 
주민세율 RTRT residence tax RATE 
퇴임 RTRM retirement 
합리화 RTNL RATIONALIZATION 
 RESTORE RSTR RESTORE 
지준 RSRV reserved 
재원 RSRC resources 
자원 RSRC resource 
잔존 SRV survival 
환수 TNIN turn in 
 SRC SRC SOURCE 
제곱미터 SQMT square meter  
 SQL SQL SQL 
운동 SPTS SPORTS 
지배인 SPTD superintendent 
배우자 SPS spouse 
부양 SPRT support 
괴리율 SPRT SEPARATION RATE 
괴리 SPRT SEPARATION 
공구 TOOL Tools 
현장 SPOT spot 
현물 SPOT spot 
납품 SPLY SUPPLY 
공급 SPLY supply 
공급자 SPLR SUPPLIER 
합산 TOT total 
투기 SPCL SPECULATION 
별단 SPCL a special 
실입금 RL_IAMT real in amount 
 USER USER USER 
환출 TOUT turn out 
용도지역 USE_DIST use district 
 USB USB UNIVERSAL SERIAL BUS 
미수수익1 URP1 un-receive PROFIT 1 
 URL URL URL 
부적격 UQLF un qualified 
 UPFRONT UPFR UPFRONT 
수정후 UPDT_AF correction after 
갱신 UPDT Update 
 UPDATE UPDATE UPDATE 
 UP UP UP 
잔여채권 RCLM REMAINED CLAIM 
 RATE RATE RATE 
질문 QUES question 
질의 QSTN QUESTION 
적격 QLFC qualification 
지방채 LCBD local bond 
법 LAW law 
 RELATED RELATED RELATED 
 CONVERT CONVERT CONVERT 
 RELATIVE RELATIVE RELATIVE 
공사B CONS construction 
건설 CONS construction 
 REMAIN REMAIN REMAINING 
 CONFIRM CONFIRM CONFIRM 
선호 LIKE like 
 LIABILITY LIABILITY LIABILITY 
임대B RENT rental 
리스금융 LESF lease finance 
 LENDER LENDER LENDER 
 LEGAL LEGAL LEGAL 
 REPRESENTATIVE REP REPRESENTATIVE 
본적 LEDO one’s legal domicile 
 LEDGER LEDGER LEDGER 
리스 LEAS lease 
원장 LDGR ledger 
말일 LDD the last day 
자격 LCNS license 
 FLOAT FLOAT FLOAT 
분야 FLD field 
물권 RERI real right  
 FIXED FIXED FIXED 
근저당 FIXD_CLTR fixed collateral 
 RESCHEDULE RESCH RESCHEDULE 
 RESERVE RESERVE RESERVE 
 FEES FEES FEES 
요소 FCTR factor 
의제 FCTN fiction 
시설재 FCLM facilities material 
 foreigncurrencyholdings FCHD foreign currency holdings 
외환보유고 FCHD foreign currency holdings 
단기운영자금 SOCP shorterm operation capital 
 RESTRICT RESTRICT RESTRICT 
사회간접자본시설 SOC 사회간접자본 
사회 SOC society 
송신자 SNDR sender 
세금우대정보관리 TM TAX-CUT Information Management 
전신전화 TLPH TELEGRAPH & (TELE)PHONE 
특기 TLNT talent 
퇴직 RETR retire 
 TIMING TIMING TIMING 
퇴직금 RETR_AMT retirement amount 
 TIMER TIMER TIMER 
 REVAL REVAL REVALUATION 
시기 TIME time 
 TICKET TICKET TICKET 
 TICKER TICKER TICKER 
외상매출 TICK TICK 
 THEIR THR their 
 1월물 1M 1M 
 7일물 1W 1Week 
이론 THEY theory 
 2월물 2M 2M 
신디케이트 SYND syndicate 
 3월물 3M 3M 
소프트웨어 SW SOFTWARE 
군 GRP group 
부여 GRNT grant 
 7월물 7M 7M 
 8월물 8M 8M 
변경후 CHNG_AF CHANGE_AFTER 
담당자명 CHMN_NM Officer in charge (Man)_name 
 CHILD CHILD CHILD 
 A1등급 A1RT A1 RATE 
 A2등급 A2RT A2 RATE 
 A3등급 A3RT A3 RATE 
증서 CERT certificate 
 CER CER CERT ORGIN 
신용공여 CDGT CREDIT & GRANT 
 CCY CCY CURRENCY 
신용카드 CCRD credit card 
도급공사 CCNS contract construction 
펌뱅킹 FB firm banking 
 FAX FAX fax 
가족 FAM family 
가계 FAM family 
하락율 FALL_RT FALL_RATE 
거치전 DEFR_BF deferred_before 
 DEFINED DEFINED DEFINED 
신고 DECL declare 
 EX EX EX 
행사 EVNT event 
이벤트 EVNT EVENT 
사건 EVNT event 
평가손실 EVLS evaluation loss 
 JOB JOB JOB 
직업군 JOB_GRP job group 
 EUC EUC End User Computing 
위탁처 ETRO entrust office 
 ETC3 ETC3 ETC3 
 ETC2 ETC2 ETC2 
주니어 JR junior 
